x y
2.4864172010180274 0.4210995051661844
1.4749865398165503 -0.7187708246906882
0.263440260862998 0.4210995051661844
-0.9306292991879663 -0.7527595331867819
2.3944126825091163 0.12697215531266876
2.0837955996134494 1.4866805470138935
2.1971913820841524 1.7212158863693623
0.2836584853884497 -0.10013436534010225
-1.2425565872433864 -0.0825389149387961
2.3795393053629614 1.5143391163498312
1.678008399939231 0.7823422419825906
0.7675550231692114 0.92304374955095
2.3387519594767308 1.4769190724045187
1.8366318015810765 -0.021248249312270217
-1.151153489137002 0.7823422419825906
-0.44509638597995854 -0.6080666878422385
1.0718234510180273 0.6619279963771219
2.0821743840929785 1.023170733193528
1.2819262675997534 -0.7790645563801413
1.9367409648653784 -0.7751636774738914
0.6676830777880468 0.5415137507716531
0.9700237998720922 -0.8668440058430319
2.359836203251145 1.3190655262619404
1.1877667808291235 -0.03044650675855928
2.2846030031779025 1.5602074635177998
0.8785661582705298 -0.19281100108228974
0.5655360584017554 1.1639992244044657
1.880078586554221 0.9027564875880594
-0.868772533440896 -0.0031035502155905307
2.295614477787278 1.4275142262131122
1.4854921760317603 0.15740696976579374
-0.7470131159070216 0.9027564875880594
2.1418008791544643 1.4447316334396747
0.6676062450167456 0.7823422419825906
-0.7187970733884058 -0.011361507674086625
-0.7056073204520426 -0.8687562334736472
-1.051127878213235 0.5618010127345437
2.284372625326804 0.6619279963771219
2.4863659791704933 1.023170733193528
0.06139568517177486 0.6619279963771219
1.325946470236472 -0.7086022150715475
2.453024124775192 1.7165781910568623
0.6634797706362524 -0.8966227076252585
2.2612796999552462 1.3324487354904562
2.157786230716965 1.3678768665939718
2.095763312015793 1.4999806568771745
-0.6469362831357203 0.5618010127345437
-0.9406172600033961 -0.0842112848957663
2.1822256059405127 0.441386767129075
-0.7933018760922632 -0.8640755922993307
2.3842701816317358 1.0434579951564187
1.9894293193575658 -0.7045773127277976
2.0688515993693084 1.5583738453537372
1.9801041974779883 0.8026295039454813
1.9801554193255224 0.5618010127345437
-0.44486609652073 0.4415137507716531
2.125815143561057 -0.13810974909864718
-0.6675963325741968 -0.8234626352985983
-0.13278565218479252 -0.0820516627033835
0.08225116727321528 -0.08526217295728974
2.393322397861741 1.453597661271706
-0.34279590990573977 0.6619279963771219
0.3025901832339086 -0.8815293696125632
1.490351619696311 -0.008853172560561234
0.7676318559405126 0.6822152583400125
-0.7469362831357202 0.5415137507716531
1.509333616232566 -0.7900485346516257
1.3739192485567846 0.6823422419825906
-0.2954661064389429 -0.7862893946369772
2.2842445707079686 0.9027564875880594
2.1923168849703587 0.12697215531266876
0.7605914497134009 -0.677229780574668
1.3885217170473851 0.19790538285173126
2.1821743840929786 1.0434579951564187
-0.14077694513828373 0.9027564875880594
2.491384871158859 1.3283367359787372
-0.46513593676120857 -0.696160785933364
0.3071427345034399 -0.7009534418781882
1.4030533427950658 -0.6857249872883444
2.047095334982566 -0.80177128245436
2.195339239750168 1.4357575733810808
-0.5201084709408961 -0.6667799265583639
-0.894249340081521 -0.7112135279377585
1.880078586554221 1.023170733193528
2.1579441286661836 1.6166460621506125
-0.39552158739597415 -0.7611416590412742
-0.24452595140964603 -0.7287622492512351
0.12803361890285395 0.15740696976579374
