x y z
0.5486359631319636 0.07267676317180505 0.06336856791602175
0.8267139380742675 0.9960042182043427 0.4176580587614269
0.5205318782748367 0.7467506860002299 0.281984314940652
0.431881836974898 0.6734411968875541 0.4382364553436884
0.07247569043065016 0.5286748334506861 0.6154617093107912
0.16537839625709805 0.5084216144319498 0.6274215022219973
0.787912312628356 0.8684539803299498 0.19730124171761
0.6096913416547011 0.37276323925758204 0.4046403121884987
0.28102596268968505 0.209982278477568 0.5420950424217377
0.38198803480991617 0.04467780270335253 0.6217897245541539
0.32610275255024346 0.12229191398444916 0.94454203034855
0.6507170369610468 0.9595823044151852 0.49686414857950056
0.39797621318823984 0.218998441835473 0.7511754922613104
0.6202616213810842 0.6626317494882781 0.25876343061062423
0.8032686727301345 0.20778764269299344 0.638956898427641
0.18674940469435963 0.07380631732366871 0.5355688105264104
0.0780311769238674 0.552540005694655 0.6239852451804747
0.7866652042047891 0.5389252472292291 0.4298161125698584
0.44507948387264573 0.45943357881553526 0.23645244765452988
0.1498729590700072 0.23849947288428763 0.6331209337343953
0.598224882222837 0.4816708300521785 0.06488425000854847
0.9367845159439844 0.9980965157164082 0.6497515080369418
0.9241214640900931 0.46920397158171867 0.9866515292736528
0.15985002688674566 0.01222273845386046 0.034837165274119286
0.4621090866422417 0.9707799550166064 0.740023763085636
0.9648310219702273 0.634812826025403 0.3313198777611427
0.6970090643602669 0.9768536576767411 0.21693668369688635
0.8071018656517298 0.8607138507000812 0.6808103067585344
0.6843531450205523 0.8627840111869002 0.04408479812429722
0.9176298706449297 0.07763603400670882 0.7273824653524812
0.8507510207196431 0.8159349856152917 0.90327007567296
0.5641003193321696 0.23362092777996468 0.12626877221217292
0.3020040360412505 0.3808734616459176 0.9989763246822954
0.8856708953344591 0.16496514935104867 0.3816094124432938
0.29173824880933286 0.517235164263287 0.03850431867624082
0.002333088379160131 0.36868753970395995 0.2540217329884137
0.9729054331296444 0.8125305138481543 0.19660377528760486
0.40566753930707 0.26132599868341844 0.6802422680292426
0.5480210045805534 0.2347558952609966 0.830082577531684
0.44137871574157506 0.9729761454362273 0.10204213502370718
0.0726733554453155 0.8688287828249383 0.9149148707457233
0.8513071873843481 0.5586254374149533 0.25575310105283156
0.9042412145871472 0.045960086636596564 0.9976960888309592
0.9710110834419986 0.9635036291140596 0.602543441775605
0.6148085575658777 0.7035096430030683 0.41978436694754284
0.7395069088568638 0.7818572779294046 0.1650945954954146
0.07975714875968398 0.32931142755994325 0.6171311783883147
0.41187320793258186 0.6886203379807312 0.4457136263167947
0.8811544932135273 0.5517639649464974 0.78423817250521
0.34970565353367455 0.16969640888637172 0.636524572542823
0.48364438461245773 0.4062371843569782 0.9576745351292839
0.4587212233100041 0.3777516669215808 0.9072429272307952
0.26833719548642954 0.9170744427743546 0.5764316707929743
0.14315010342429424 0.9846697615104303 0.9392446197401826
0.1636607600785296 0.36510548406040877 0.7969991327823063
0.9715154697605173 0.844826868234101 0.8486105869982604
0.8283717164016591 0.1651567309999672 0.9443114263596938
0.7835089662112252 0.4091587468782586 0.7651297298186265
0.7829166846674568 0.7146104848372289 0.8550779497580575
0.6303398761323634 0.5581150985445786 0.21929164040755944
0.8124269662758924 0.09999999409980276 0.568319901442487
0.8546236832942521 0.06431295614484034 0.1855124765480367
0.2982196548698157 0.4962141897663196 0.43960412665849435
0.5221188332028535 0.8443383231620327 0.0194310086957854
0.5785466390794283 0.6936409063590165 0.5100573394300378
0.9382485376476157 0.9221155722659139 0.6690710639978846
0.8366793887222604 0.7124755504387938 0.14497030041167658
0.5859173668393134 0.7018969326382195 0.40513884312735404
0.925660195827055 0.3828466728591673 0.8795192423174031
0.3121172067140101 0.45459288061959124 0.9939239069374703
0.7082598149294232 0.3417143457053534 0.4319925672052626
0.8600807840576119 0.8126532636450369 0.1996062520315619
0.7626587424928858 0.5258671494644371 0.35060846644220967
0.6461203091291116 0.3217340633558211 0.5636245340051201
0.15229546362196322 0.23468435160552825 0.6139725092009707
0.3763717472836805 0.24844845157976148 0.7314566109310483
0.6562054860607894 0.3183983174692636 0.9304038563699679
0.49495505802997797 0.7336862056629919 0.7028075806131111
0.7846166749002448 0.8151980682338493 0.13120189024051798
0.006992920122687707 0.22493167024308847 0.3828038309619838
0.6658467426694353 0.7323066701160961 0.28717715896562135
0.8042549443087204 0.4659578111106819 0.15290314515523895
0.9690497038750254 0.6041979819984564 0.8717773535807013
0.20324211165193096 0.8988276702168572 0.6349104879702183
0.14219160918624074 0.7159053631072202 0.5442538160894262
0.7009613631132234 0.9447970952266006 0.49664045377405097
0.2154778247044763 0.6952973121796372 0.42237936320216507
0.40011089901172814 0.9132339374582177 0.9421312724524066
0.13114865553945398 0.6326993797502025 0.3755944096836541
0.9454630040236905 0.21862688534703167 0.6419016871565869
0.0931727779109266 0.5335705392089034 0.6367945345061309
0.698591702704182 0.97436383633221 0.3910056739858365
0.38975748114447295 0.9328900174217044 0.3469019080002186
0.5550855364340226 0.7277558358347846 0.21105035889205714
0.5269760121718532 0.6728960229203053 0.9543278014203699
0.4226423807294265 0.35428180774645546 0.46498584697925116
0.7586056302375241 0.4872476029795987 0.8341414534258861
0.5063074825243705 0.24814570936966684 0.9039386521571776
0.08723988753521916 0.041111494822107186 0.8771514317295571
0.5040824729878992 0.21560102973389184 0.7038584746034223
