x y
0.28842718443795734 0.5371505037589952
0.5888979372323349 0.7810193296222213
0.2688601177958734 0.820855561714529
0.5949796806514128 0.9749368506527766
0.05660988042187143 0.5743369057620767
0.39358687879874354 0.3588198512511992
0.5265932836778665 0.18751479058894427
0.5150007844178416 0.400074696156015
0.7694990423110886 0.8712826700871462
0.3124974636488671 0.9330619007225819
0.7547721182934543 0.416272569618254
0.7825238646848472 0.7928333304688824
0.8162832359575591 0.8187648075596831
0.40796062878243644 0.7833977840338394
0.963847980748613 0.6519348643055157
0.7514996772873914 0.37572340455073183
0.6953809452146686 0.7230317971504598
0.8553320658365298 0.5118161986753145
0.7354160976145533 0.34878795056792467
0.6074880752999319 0.4574526720153197
0.7809673582888444 0.04598337299153621
0.9267596084675269 0.4331599294681018
0.5943446660159156 0.7066918027392689
0.05128505099024527 0.09540555852170651
0.7738497991023486 0.9082048466082818
0.5890927164559504 0.5576985533914123
0.8106255783154891 0.6607796443583505
0.8412081750249792 0.7054141211940055
0.600123354588686 0.19296351579570792
0.37237711354240677 0.3941147619382016
0.16227424615808184 0.8311943257686057
0.7485811573296823 0.5319382522367876
0.26916710245127085 0.727249617945819
0.43449174378796807 0.9449276250946816
0.7558811143261076 0.13590674701273198
0.7443471056829 0.2692147730468656
0.16453379792489997 0.6491564422758029
0.4462083446345213 0.04533413615104431
0.9176302726290257 0.5122053376863811
0.6112823572798589 0.4780134351430071
0.3713855234125796 0.5370107608019095
0.29714482648342344 0.6592086950930663
0.4213823024755389 0.7142251398566674
0.18913396885713152 0.17826004212676116
0.7526108340571099 0.6153152535411178
0.11778250630664078 0.3884614680889469
0.6004370533330051 0.10095836979465289
0.12167662629449294 0.6883954330378346
0.11091370131857547 0.44643868860950997
0.8590246844264037 0.05976027272459228
0.45785625636639493 0.4437526294048514
0.6024297636080146 0.1400489880063941
0.4660318222369525 0.8385134209176398
0.2985649798965849 0.923277603759824
0.33702996240535776 0.4841461953859102
0.35589287887484855 0.15809278002434313
0.25290200898460513 0.540663282689607
0.6459322584232702 0.6482998023671543
0.2261663209221466 0.09014951234976665
0.01436772227510652 0.018125450047313474
0.0623849110448067 0.44420839480432694
0.08586579157628094 0.6970016228716732
0.3749737988864519 0.4744056144196628
0.32832300982488716 0.42113357505306304
0.07406650650119018 0.5841089421689546
0.7077130507465286 0.3625588222288113
0.78806831992918 0.8521088237436877
0.4448076373872881 0.0018757114715250989
0.8321350227679908 0.5647831580592665
0.8309056033853083 0.43658470083337075
0.3869303010984845 0.803145542431352
0.8409518068990249 0.3383140875571543
0.5715457390309788 0.6043296550964742
0.46411358844278616 0.24399696173903052
0.8767473127792217 0.3517279106204072
0.373103486059123 0.5383784831308654
0.7509835388110032 0.5786190660118636
0.04540374944230463 0.8268519132613038
0.5975860137595687 0.8330945369697312
0.6561290627561502 0.16679824805546917
0.1952515898154229 0.9962719132390857
0.37828767307732813 0.2649165051398843
0.49783824561169554 0.9524204373991747
0.7317536330852795 0.447621028121417
0.6207000908599181 0.811491988244868
0.4240747353194463 0.7717733679985836
0.39308407614960983 0.013564409904872288
0.14015329055602832 0.2763592159164048
0.5192420247548546 0.9891286055805913
0.21322747261901343 0.16306881143918117
0.14371341363464163 0.3199579560953312
0.7025998064044151 0.44765618245800665
0.5084034596442881 0.9588404133992439
0.6772121159608523 0.15655493899813377
0.44944729531847294 0.18075697361972076
0.3467399865588491 0.3678944647022432
0.2572607911095801 0.6644895626921625
0.259375076225813 0.6234265832174324
0.41861095741190524 0.09628065843210509
0.7080659044144251 0.06810299186023983
0.48332967947459204 0.32221853565055436
0.7319363233662975 0.35981873115125196
0.183118570816032 0.6428065241634326
0.6197858535331059 0.3568051287415692
0.9081048881378165 0.1917125013707719
0.9638493633872428 0.5461927813194055
0.8043755088145971 0.51924109263226
0.3320099966749671 0.36608677686389457
0.9287038267291443 0.5055962252215351
0.12128413738039279 0.3776508441922064
0.7820039248917274 0.4666768043488231
0.2944912375144375 0.888115984635584
0.6597637605294387 0.5971060351171124
0.4004573926136993 0.8724829043501762
0.44704556264610196 0.8905087527821954
0.6353659552441517 0.6799588047554205
0.023818572938994254 0.0826149447063641
0.014862585973079878 0.8546860885266568
0.7121162865783677 0.5459676616698791
0.7627521795308437 0.01833545528546965
0.02135910071156555 0.14679544880794992
0.5894628590269217 0.85545714971494
0.7729975648332866 0.21329696827387723
0.03183490047340909 0.7739780176175988
0.5971375017461538 0.42633467822397453
0.5533577189712343 0.26223747273356734
0.4906621328113697 0.039626512696737226
0.30034857823447814 0.17878992485488265
0.8290821254336049 0.33672924137247273
0.5091742218351165 0.7200811790567074
0.43475987914979175 0.7355905027066642
0.7554976747031703 0.8544003328222821
0.7815220188020688 0.8378532483932208
0.9853177878750681 0.6101482545828357
0.5252294281234936 0.03855048847973164
0.2816862604379844 0.004677353876804569
0.15400043917799655 0.7918701933598392
0.819778817415795 0.10511399624112416
0.6533221393527094 0.4927774222821195
0.11629965502012085 0.8205554904116138
0.3632377327128882 0.8703909887882718
0.6003554529068744 0.21456341793151845
0.5683567542695602 0.13505840448635587
0.9221965177825919 0.5537685210480721
0.8012067429539508 0.9326571637825491
0.07571739274319733 0.7333752868369194
0.10087575123917225 0.7324913360783081
0.44852118094463 0.9028833732411841
0.08602777118222604 0.03024200931639487
0.6970938504300392 0.07691219570195196
0.9425499395545451 0.4797626138352693
0.15567178956237127 0.6695846829099542
0.08216800544849368 0.6454832644884215
0.06522954536662073 0.8963198677189339
0.8550085253900215 0.2861813394288115
0.08993469446410607 0.3441611641015073
0.3309225600252833 0.1493717499268421
0.3611076552519151 0.5460561168675424
0.14382528656351845 0.9450280959019407
0.8011056538599141 0.8689798143533645
0.3770644443368857 0.6141584939192558
0.08131652949612034 0.3432839354449507
0.16114251352509124 0.4776567676225013
0.46924502356221387 0.5740796599858909
0.9336846428679927 0.4477987838486557
0.41340595157506543 0.9711777244385973
0.6523473892594991 0.2992537891674909
0.24554102934639488 0.8465441696811103
0.2592654933383819 0.8263634013313806
0.3182226205547112 0.5315113825479184
0.6424534724227321 0.722258221848113
0.5651759535131778 0.7200482957509423
0.6143698646297601 0.6476415471741506
0.9762506653852909 0.8773975821126919
0.3544599955289953 0.10838796700755149
0.029960299403367863 0.6339053892451646
0.22310613908965726 0.06519494213019272
0.25579018151707733 0.6426449404810074
0.06139579012177521 0.9167320106488419
0.3287327847533805 0.5244533751832533
0.866549172585033 0.09568698029220735
0.019418248510959413 0.35380168554854596
0.2999887253794691 0.33451562951126246
0.2966280030435746 0.28751336536563177
0.6227207240300259 0.21900103983338226
0.5794854840909186 0.03090044460072283
0.6069863396704578 0.03893937001078562
